Barcode Nomenclature,Rules/Rule Name,Rules/Type,Rules/Alias,Rules/Barcode Pattern,Rules/Sequence
,PD402400,Alias,PD402400,PD402400-{N},1
,DT402420,Alias,DT402420,DT402420-{N},1
,PA402436,Alias,PA402436,PA402436-{N},1
,JY402404,Alias,JY402404,JY402404-{N},1
,52240342,Alias,52240342,52240342-{N},1
,AL191043,Alias,AL191043,AL191043-{N},1
,JZ402403,Alias,JZ402403,JZ402403-{N},1
,JF402406,Alias,JF402406,JF402406-{N},1
,DJ191070,Alias,DJ191070,DJ191070-{N},1
,DM191009,Alias,DM191009,DM191009-{N},1
,PF402412,Alias,PF402412,PF402412-{N},1
,DJ191084,Alias,DJ191084,DJ191084-{N},1
,JF402400,Alias,JF402400,JF402400-{N},1
,DM191018,Alias,DM191018,DM191018-{N},1
,DU191014,Alias,DU191014,DU191014-{N},1
,DT402408,Alias,DT402408,DT402408-{N},1
,DU191001,Alias,DU191001,DU191001-{N},1
,JZ161204,Alias,JZ161204,JZ161204-{N},1
,AA191102,Alias,AA191102,AA191102-{N},1
,DD191075,Alias,DD191075,DD191075-{N},1
,DJ191048,Alias,DJ191048,DJ191048-{N},1
,FA191024,Alias,FA191024,FA191024-{N},1
,DS191006,Alias,DS191006,DS191006-{N},1
,DS191053,Alias,DS191053,DS191053-{N},1
,DM191021,Alias,DM191021,DM191021-{N},1
,AL191019,Alias,AL191019,AL191019-{N},1
,AA191071,Alias,AA191071,AA191071-{N},1
,JK402410,Alias,JK402410,JK402410-{N},1
,24191089,Alias,24191089,24191089-{N},1
,DZ191005,Alias,DZ191005,DZ191005-{N},1
,DJ181119,Alias,DJ181119,DJ181119-{N},1
,DM191019,Alias,DM191019,DM191019-{N},1
,DS151038,Alias,DS151038,DS151038-{N},1
,16151029,Alias,16151029,16151029-{N},1
,JP181249,Alias,JP181249,JP181249-{N},1
,DD191076,Alias,DD191076,DD191076-{N},1
,AA191051,Alias,AA191051,AA191051-{N},1
,PF402401,Alias,PF402401,PF402401-{N},1
,PA402401,Alias,PA402401,PA402401-{N},1
,JZ402406,Alias,JZ402406,JZ402406-{N},1
,DM191020,Alias,DM191020,DM191020-{N},1
,PF402404,Alias,PF402404,PF402404-{N},1
,JL402403,Alias,JL402403,JL402403-{N},1
,JD402404,Alias,JD402404,JD402404-{N},1
,JY402405,Alias,JY402405,JY402405-{N},1
,DH191052,Alias,DH191052,DH191052-{N},1
,DH191049,Alias,DH191049,DH191049-{N},1
,DH191050,Alias,DH191050,DH191050-{N},1
,JF402407,Alias,JF402407,JF402407-{N},1
,PF402402,Alias,PF402402,PF402402-{N},1
,PA402403,Alias,PA402403,PA402403-{N},1
,YPF08015,Alias,YPF08015,YPF08015-{N},1
,YPF08008,Alias,YPF08008,YPF08008-{N},1
,YDU10002,Alias,YDU10002,YDU10002-{N},1
,52DH0295,Alias,52DH0295,52DH0295-{N},1
,DZ191024,Alias,DZ191024,DZ191024-{N},1
,DJ191018,Alias,DJ191018,DJ191018-{N},1
,PF402403,Alias,PF402403,PF402403-{N},1
,YPF08007,Alias,YPF08007,YPF08007-{N},1
,YPF08016,Alias,YPF08016,YPF08016-{N},1
,JD402401,Alias,JD402401,JD402401-{N},1
,JP402400,Alias,JP402400,JP402400-{N},1
,YDU10006,Alias,YDU10006,YDU10006-{N},1
,YPF08017,Alias,YPF08017,YPF08017-{N},1
,YPF08010,Alias,YPF08010,YPF08010-{N},1
,DJ191060,Alias,DJ191060,DJ191060-{N},1
,JP111067,Alias,JP111067,JP111067-{N},1
,24120510,Alias,24120510,24120510-{N},1
,DS101056,Alias,DS101056,DS101056-{N},1
,AA101289,Alias,AA101289,AA101289-{N},1
,DH101539,Alias,DH101539,DH101539-{N},1
,DH101540,Alias,DH101540,DH101540-{N},1
,JD551209,Alias,JD551209,JD551209-{N},1
,JA551002,Alias,JA551002,JA551002-{N},1
,24130106,Alias,24130106,24130106-{N},1
,56350423,Alias,56350423,56350423-{N},1
,39015108,Alias,39015108,39015108-{N},1
,39015608,Alias,39015608,39015608-{N},1
,39014708,Alias,39014708,39014708-{N},1
,39014608,Alias,39014608,39014608-{N},1
,52JD0610,Alias,52JD0610,52JD0610-{N},1
,JW73094J,Alias,JW73094J,JW73094J-{N},1
,JW73093J,Alias,JW73093J,JW73093J-{N},1
,JW7309X4,Alias,JW7309X4,JW7309X4-{N},1
,JW73104J,Alias,JW73104J,JW73104J-{N},1
,JW7310X4,Alias,JW7310X4,JW7310X4-{N},1
,JB73092V,Alias,JB73092V,JB73092V-{N},1
,JB730922,Alias,JB730922,JB730922-{N},1
,JB73093A,Alias,JB73093A,JB73093A-{N},1
,JW73093A,Alias,JW73093A,JW73093A-{N},1
,JW73093H,Alias,JW73093H,JW73093H-{N},1
,JB731022,Alias,JB731022,JB731022-{N},1
,JB73103A,Alias,JB73103A,JB73103A-{N},1
,JB73103Q,Alias,JB73103Q,JB73103Q-{N},1
,JW73103A,Alias,JW73103A,JW73103A-{N},1
,JW73103H,Alias,JW73103H,JW73103H-{N},1
,JW73103J,Alias,JW73103J,JW73103J-{N},1
,JB73053A,Alias,JB73053A,JB73053A-{N},1
,STJL0001,Alias,STJL0001,STJL0001-{N},1
,STJL0002,Alias,STJL0002,STJL0002-{N},1
,52JD0475,Alias,52JD0475,52JD0475-{N},1
,52JD0473,Alias,52JD0473,52JD0473-{N},1
,JB171010,Alias,JB171010,JB171010-{N},1
,JB171011,Alias,JB171011,JB171011-{N},1
,52JD0609,Alias,52JD0609,52JD0609-{N},1
,52JD0662,Alias,52JD0662,52JD0662-{N},1
,16151065,Alias,16151065,16151065-{N},1
,DS151004,Alias,DS151004,DS151004-{N},1
,DG151075,Alias,DG151075,DG151075-{N},1
,DG151025,Alias,DG151025,DG151025-{N},1
,DS151009,Alias,DS151009,DS151009-{N},1
,DJ151004,Alias,DJ151004,DJ151004-{N},1
,DH151024,Alias,DH151024,DH151024-{N},1
,DG151026,Alias,DG151026,DG151026-{N},1
,DG151076,Alias,DG151076,DG151076-{N},1
,DH151025,Alias,DH151025,DH151025-{N},1
,DS151010,Alias,DS151010,DS151010-{N},1
,DJ151005,Alias,DJ151005,DJ151005-{N},1
,DS151005,Alias,DS151005,DS151005-{N},1
,16151064,Alias,16151064,16151064-{N},1
,DD151026,Alias,DD151026,DD151026-{N},1
,DF151005,Alias,DF151005,DF151005-{N},1
,DD151034,Alias,DD151034,DD151034-{N},1
,DP151019,Alias,DP151019,DP151019-{N},1
,DD151031,Alias,DD151031,DD151031-{N},1
,DD151027,Alias,DD151027,DD151027-{N},1
,DF151006,Alias,DF151006,DF151006-{N},1
,DD151035,Alias,DD151035,DD151035-{N},1
,DP151020,Alias,DP151020,DP151020-{N},1
,31151041,Alias,31151041,31151041-{N},1
,31151042,Alias,31151042,31151042-{N},1
,DU151025,Alias,DU151025,DU151025-{N},1
,DU151026,Alias,DU151026,DU151026-{N},1
,BF551429,Alias,BF551429,BF551429-{N},1
,24191019,Alias,24191019,24191019-{N},1
,24121061,Alias,24121061,24121061-{N},1
,24121064,Alias,24121064,24121064-{N},1
,22120525,Alias,22120525,22120525-{N},1
,DD161380,Alias,DD161380,DD161380-{N},1
,DU151058,Alias,DU151058,DU151058-{N},1
,01120209,Alias,01120209,01120209-{N},1
,21101427,Alias,21101427,21101427-{N},1
,22150242,Alias,22150242,22150242-{N},1
,DP101338,Alias,DP101338,DP101338-{N},1
,DP101114,Alias,DP101114,DP101114-{N},1
,BB133051,Alias,BB133051,BB133051-{N},1
,24121087,Alias,24121087,24121087-{N},1
,BH551409,Alias,BH551409,BH551409-{N},1
,31101055,Alias,31101055,31101055-{N},1
,CB121044,Alias,CB121044,CB121044-{N},1
,DG191046,Alias,DG191046,DG191046-{N},1
,DD101298,Alias,DD101298,DD101298-{N},1
,DD101110,Alias,DD101110,DD101110-{N},1
,BA132018,Alias,BA132018,BA132018-{N},1
,JG551450,Alias,JG551450,JG551450-{N},1
,JY541039,Alias,JY541039,JY541039-{N},1
,24121375,Alias,24121375,24121375-{N},1
,01101004,Alias,01101004,01101004-{N},1
,DG101198,Alias,DG101198,DG101198-{N},1
,22101081,Alias,22101081,22101081-{N},1
,28101038,Alias,28101038,28101038-{N},1
,DD101067,Alias,DD101067,DD101067-{N},1
,BA102085,Alias,BA102085,BA102085-{N},1
,15191025,Alias,15191025,15191025-{N},1
,31101054,Alias,31101054,31101054-{N},1
,DG181059,Alias,DG181059,DG181059-{N},1
,22150455,Alias,22150455,22150455-{N},1
,21180308,Alias,21180308,21180308-{N},1
,31101141,Alias,31101141,31101141-{N},1
,JM191012,Alias,JM191012,JM191012-{N},1
,JA531012,Alias,JA531012,JA531012-{N},1
,JV161014,Alias,JV161014,JV161014-{N},1
,06101112,Alias,06101112,06101112-{N},1
,DG201025,Alias,DG201025,DG201025-{N},1
,06160713,Alias,06160713,06160713-{N},1
,06180303,Alias,06180303,06180303-{N},1
,DG161219,Alias,DG161219,DG161219-{N},1
,DG151058,Alias,DG151058,DG151058-{N},1
,28101214,Alias,28101214,28101214-{N},1
,30101234,Alias,30101234,30101234-{N},1
,31101041,Alias,31101041,31101041-{N},1
,JF151034,Alias,JF151034,JF151034-{N},1
,JL161006,Alias,JL161006,JL161006-{N},1
,DH121086,Alias,DH121086,DH121086-{N},1
,DJ121013,Alias,DJ121013,DJ121013-{N},1
,JD561204,Alias,JD561204,JD561204-{N},1
,JA561208,Alias,JA561208,JA561208-{N},1
,JG551017,Alias,JG551017,JG551017-{N},1
,AL171045,Alias,AL171045,AL171045-{N},1
,DH191006,Alias,DH191006,DH191006-{N},1
,DH191012,Alias,DH191012,DH191012-{N},1
,DS101116,Alias,DS101116,DS101116-{N},1
,AA101364,Alias,AA101364,AA101364-{N},1
,DS121073,Alias,DS121073,DS121073-{N},1
,DU121021,Alias,DU121021,DU121021-{N},1
,DG181014,Alias,DG181014,DG181014-{N},1
,31181099,Alias,31181099,31181099-{N},1
,DE181031,Alias,DE181031,DE181031-{N},1
,DS101103,Alias,DS101103,DS101103-{N},1
,DH101144,Alias,DH101144,DH101144-{N},1
,DS101119,Alias,DS101119,DS101119-{N},1
,AL201032,Alias,AL201032,AL201032-{N},1
,DH121012,Alias,DH121012,DH121012-{N},1
,DS101059,Alias,DS101059,DS101059-{N},1
,DS101117,Alias,DS101117,DS101117-{N},1
,DH101121,Alias,DH101121,DH101121-{N},1
,DH101125,Alias,DH101125,DH101125-{N},1
,DJ181104,Alias,DJ181104,DJ181104-{N},1
,DH161121,Alias,DH161121,DH161121-{N},1
,DH161239,Alias,DH161239,DH161239-{N},1
,DJ101060,Alias,DJ101060,DJ101060-{N},1
,DH101067,Alias,DH101067,DH101067-{N},1
,DS101112,Alias,DS101112,DS101112-{N},1
,AA111086,Alias,AA111086,AA111086-{N},1
,CS151023,Alias,CS151023,CS151023-{N},1
,BA171005,Alias,BA171005,BA171005-{N},1
,AL191026,Alias,AL191026,AL191026-{N},1
,DH101026,Alias,DH101026,DH101026-{N},1
,AL151041,Alias,AL151041,AL151041-{N},1
,DH161066,Alias,DH161066,DH161066-{N},1
,CB161050,Alias,CB161050,CB161050-{N},1
,DH161240,Alias,DH161240,DH161240-{N},1
,DH101143,Alias,DH101143,DH101143-{N},1
,DS101118,Alias,DS101118,DS101118-{N},1
,GF161160,Alias,GF161160,GF161160-{N},1
,DU101084,Alias,DU101084,DU101084-{N},1
,DH101424,Alias,DH101424,DH101424-{N},1
,DJ101133,Alias,DJ101133,DJ101133-{N},1
,DS101123,Alias,DS101123,DS101123-{N},1
,DH101281,Alias,DH101281,DH101281-{N},1
,DS101110,Alias,DS101110,DS101110-{N},1
,DS101111,Alias,DS101111,DS101111-{N},1
,JU551402,Alias,JU551402,JU551402-{N},1
,DS181084,Alias,DS181084,DS181084-{N},1
,AN121081,Alias,AN121081,AN121081-{N},1
,GF161143,Alias,GF161143,GF161143-{N},1
,BF162103,Alias,BF162103,BF162103-{N},1
,JY171070,Alias,JY171070,JY171070-{N},1
,JG171029,Alias,JG171029,JG171029-{N},1
,JY171090,Alias,JY171090,JY171090-{N},1
,JY171069,Alias,JY171069,JY171069-{N},1
,JL551407,Alias,JL551407,JL551407-{N},1
,AB151014,Alias,AB151014,AB151014-{N},1
,30151069,Alias,30151069,30151069-{N},1
,30191031,Alias,30191031,30191031-{N},1
,30201074,Alias,30201074,30201074-{N},1
,JC191010,Alias,JC191010,JC191010-{N},1
,DS191011,Alias,DS191011,DS191011-{N},1
,BH161027,Alias,BH161027,BH161027-{N},1
,JB161004,Alias,JB161004,JB161004-{N},1
,JG161001,Alias,JG161001,JG161001-{N},1
,JD161002,Alias,JD161002,JD161002-{N},1
,JC191008,Alias,JC191008,JC191008-{N},1
,JK131802,Alias,JK131802,JK131802-{N},1
,PF401403,Alias,PF401403,PF401403-{N},1
,DS191007,Alias,DS191007,DS191007-{N},1
,JM191014,Alias,JM191014,JM191014-{N},1
,30191035,Alias,30191035,30191035-{N},1
,BF191166,Alias,BF191166,BF191166-{N},1
,BG551405,Alias,BG551405,BG551405-{N},1
,24121476,Alias,24121476,24121476-{N},1
,19191016,Alias,19191016,19191016-{N},1
,01100821,Alias,01100821,01100821-{N},1
,24101423,Alias,24101423,24101423-{N},1
,21101429,Alias,21101429,21101429-{N},1
,28101174,Alias,28101174,28101174-{N},1
,CM191049,Alias,CM191049,CM191049-{N},1
,01140228,Alias,01140228,01140228-{N},1
,24100809,Alias,24100809,24100809-{N},1
,CS101305,Alias,CS101305,CS101305-{N},1
,30101098,Alias,30101098,30101098-{N},1
,AA101216,Alias,AA101216,AA101216-{N},1
,PD551427,Alias,PD551427,PD551427-{N},1
,BB131138,Alias,BB131138,BB131138-{N},1
,DT551403,Alias,DT551403,DT551403-{N},1
,PD551420,Alias,PD551420,PD551420-{N},1
,DK101152,Alias,DK101152,DK101152-{N},1
,JY551439,Alias,JY551439,JY551439-{N},1
,DH102212,Alias,DH102212,DH102212-{N},1
,BC551472,Alias,BC551472,BC551472-{N},1
,JZ551415,Alias,JZ551415,JZ551415-{N},1
,JZ551412,Alias,JZ551412,JZ551412-{N},1
,DH101743,Alias,DH101743,DH101743-{N},1
,DK101572,Alias,DK101572,DK101572-{N},1
,DH101861,Alias,DH101861,DH101861-{N},1
,DH101483,Alias,DH101483,DH101483-{N},1
,JE551404,Alias,JE551404,JE551404-{N},1
,JH541210,Alias,JH541210,JH541210-{N},1
,DS101058,Alias,DS101058,DS101058-{N},1
,28121037,Alias,28121037,28121037-{N},1
,28121034,Alias,28121034,28121034-{N},1
,DM121060,Alias,DM121060,DM121060-{N},1
,BF551439,Alias,BF551439,BF551439-{N},1
,PF551437,Alias,PF551437,PF551437-{N},1
,PF551405,Alias,PF551405,PF551405-{N},1
,PF551423,Alias,PF551423,PF551423-{N},1
,JH551405,Alias,JH551405,JH551405-{N},1
,JK551402,Alias,JK551402,JK551402-{N},1
,24121290,Alias,24121290,24121290-{N},1
,AA101140,Alias,AA101140,AA101140-{N},1
,AA101400,Alias,AA101400,AA101400-{N},1
,AA101401,Alias,AA101401,AA101401-{N},1
,59100002,Alias,59100002,59100002-{N},1
,39157006,Alias,39157006,39157006-{N},1
,39045506,Alias,39045506,39045506-{N},1
,JC141034,Alias,JC141034,JC141034-{N},1
,AN101140,Alias,AN101140,AN101140-{N},1
,24121310,Alias,24121310,24121310-{N},1
,BF162072,Alias,BF162072,BF162072-{N},1
,BF162071,Alias,BF162071,BF162071-{N},1
,DD121178,Alias,DD121178,DD121178-{N},1
,AA101875,Alias,AA101875,AA101875-{N},1
,JU113200,Alias,JU113200,JU113200-{N},1
,06161228,Alias,06161228,06161228-{N},1
,AA191121,Alias,AA191121,AA191121-{N},1
,BF121071,Alias,BF121071,BF121071-{N},1
,BH121005,Alias,BH121005,BH121005-{N},1
,JL171085,Alias,JL171085,JL171085-{N},1
,DV101045,Alias,DV101045,DV101045-{N},1
,DV101044,Alias,DV101044,DV101044-{N},1
,JA561206,Alias,JA561206,JA561206-{N},1
,JW561208,Alias,JW561208,JW561208-{N},1
,JE561200,Alias,JE561200,JE561200-{N},1
,DK101253,Alias,DK101253,DK101253-{N},1
,EC561023,Alias,EC561023,EC561023-{N},1
,BB201070,Alias,BB201070,BB201070-{N},1
,91010378,Alias,91010378,91010378-{N},1
,PF561203,Alias,PF561203,PF561203-{N},1
,JA551422,Alias,JA551422,JA551422-{N},1
,DK101155,Alias,DK101155,DK101155-{N},1
,BF551401,Alias,BF551401,BF551401-{N},1
,JY551441,Alias,JY551441,JY551441-{N},1
,DK101571,Alias,DK101571,DK101571-{N},1
,JE621003,Alias,JE621003,JE621003-{N},1
,JE541008,Alias,JE541008,JE541008-{N},1
,BB151062,Alias,BB151062,BB151062-{N},1
,BB151063,Alias,BB151063,BB151063-{N},1
,24150507,Alias,24150507,24150507-{N},1
,BF191165,Alias,BF191165,BF191165-{N},1
,24151134,Alias,24151134,24151134-{N},1
,01150209,Alias,01150209,01150209-{N},1
,JZ113209,Alias,JZ113209,JZ113209-{N},1
,DH181129,Alias,DH181129,DH181129-{N},1
,PA121017,Alias,PA121017,PA121017-{N},1
,JH121056,Alias,JH121056,JH121056-{N},1
,PA121065,Alias,PA121065,PA121065-{N},1
,JH121032,Alias,JH121032,JH121032-{N},1
,DK181073,Alias,DK181073,DK181073-{N},1
,JL113207,Alias,JL113207,JL113207-{N},1
,JK113204,Alias,JK113204,JK113204-{N},1
,24121272,Alias,24121272,24121272-{N},1
,AA121007,Alias,AA121007,AA121007-{N},1
,BF551058,Alias,BF551058,BF551058-{N},1
,DJ151068,Alias,DJ151068,DJ151068-{N},1
,DE151048,Alias,DE151048,DE151048-{N},1
,AA102189,Alias,AA102189,AA102189-{N},1
,36222256,Alias,36222256,36222256-{N},1
,01100315,Alias,01100315,01100315-{N},1
,AA101124,Alias,AA101124,AA101124-{N},1
,36222246,Alias,36222246,36222246-{N},1
,AA101123,Alias,AA101123,AA101123-{N},1
,01100316,Alias,01100316,01100316-{N},1
,AA101139,Alias,AA101139,AA101139-{N},1
,JZ581216,Alias,JZ581216,JZ581216-{N},1
,24150506,Alias,24150506,24150506-{N},1
,DK191013,Alias,DK191013,DK191013-{N},1
,PA161004,Alias,PA161004,PA161004-{N},1
,BB171027,Alias,BB171027,BB171027-{N},1
,DK101122,Alias,DK101122,DK101122-{N},1
,DK101449,Alias,DK101449,DK101449-{N},1
,DE191023,Alias,DE191023,DE191023-{N},1
,CS101218,Alias,CS101218,CS101218-{N},1
,AP111054,Alias,AP111054,AP111054-{N},1
,BF561221,Alias,BF561221,BF561221-{N},1
,JZ113210,Alias,JZ113210,JZ113210-{N},1
,DK101722,Alias,DK101722,DK101722-{N},1
,24151138,Alias,24151138,24151138-{N},1
,24151135,Alias,24151135,24151135-{N},1
,JL113209,Alias,JL113209,JL113209-{N},1
,01190108,Alias,01190108,01190108-{N},1
,30161158,Alias,30161158,30161158-{N},1
,DK101596,Alias,DK101596,DK101596-{N},1
,DH101164,Alias,DH101164,DH101164-{N},1
,YJZ14003,Alias,YJZ14003,YJZ14003-{N},1
,DD101440,Alias,DD101440,DD101440-{N},1
,DD101211,Alias,DD101211,DD101211-{N},1
,BB103019,Alias,BB103019,BB103019-{N},1
,JG561226,Alias,JG561226,JG561226-{N},1
,24151152,Alias,24151152,24151152-{N},1
,DT113034,Alias,DT113034,DT113034-{N},1
,BF561206,Alias,BF561206,BF561206-{N},1
,AN131022,Alias,AN131022,AN131022-{N},1
,BB121097,Alias,BB121097,BB121097-{N},1
,24191144,Alias,24191144,24191144-{N},1
,AA191117,Alias,AA191117,AA191117-{N},1
,AF121449,Alias,AF121449,AF121449-{N},1
,BF561403,Alias,BF561403,BF561403-{N},1
,JP113035,Alias,JP113035,JP113035-{N},1
,JZ113039,Alias,JZ113039,JZ113039-{N},1
,BF161023,Alias,BF161023,BF161023-{N},1
,JG113007,Alias,JG113007,JG113007-{N},1
,BA102263,Alias,BA102263,BA102263-{N},1
,JL113012,Alias,JL113012,JL113012-{N},1
,BF161169,Alias,BF161169,BF161169-{N},1
,24151255,Alias,24151255,24151255-{N},1
,JA541237,Alias,JA541237,JA541237-{N},1
,BF551414,Alias,BF551414,BF551414-{N},1
,AN101376,Alias,AN101376,AN101376-{N},1
,DH101544,Alias,DH101544,DH101544-{N},1
,BF131857,Alias,BF131857,BF131857-{N},1
,BF131859,Alias,BF131859,BF131859-{N},1
,JE541214,Alias,JE541214,JE541214-{N},1
,39042706,Alias,39042706,39042706-{N},1
,24121317,Alias,24121317,24121317-{N},1
,JD511204,Alias,JD511204,JD511204-{N},1
,BF511239,Alias,BF511239,BF511239-{N},1
,JA511202,Alias,JA511202,JA511202-{N},1
,JG511255,Alias,JG511255,JG511255-{N},1
,JE511240,Alias,JE511240,JE511240-{N},1
,01190205,Alias,01190205,01190205-{N},1
,39026912,Alias,39026912,39026912-{N},1
,39026712,Alias,39026712,39026712-{N},1
,39026512,Alias,39026512,39026512-{N},1
,39182512,Alias,39182512,39182512-{N},1
,DK181025,Alias,DK181025,DK181025-{N},1
,39047712,Alias,39047712,39047712-{N},1
,39182912,Alias,39182912,39182912-{N},1
,39182612,Alias,39182612,39182612-{N},1
,39182812,Alias,39182812,39182812-{N},1
,JN551400,Alias,JN551400,JN551400-{N},1
,DH101185,Alias,DH101185,DH101185-{N},1
,30191070,Alias,30191070,30191070-{N},1
,16201055,Alias,16201055,16201055-{N},1
,24101096,Alias,24101096,24101096-{N},1
,DE191026,Alias,DE191026,DE191026-{N},1
,31101022,Alias,31101022,31101022-{N},1
,24151133,Alias,24151133,24151133-{N},1
,GH101025,Alias,GH101025,GH101025-{N},1
,AA191063,Alias,AA191063,AA191063-{N},1
,DH101502,Alias,DH101502,DH101502-{N},1
,24151132,Alias,24151132,24151132-{N},1
,DS101275,Alias,DS101275,DS101275-{N},1
,DS101276,Alias,DS101276,DS101276-{N},1
,31101024,Alias,31101024,31101024-{N},1
,DU101056,Alias,DU101056,DU101056-{N},1
,28101167,Alias,28101167,28101167-{N},1
,AA101116,Alias,AA101116,AA101116-{N},1
,JC151014,Alias,JC151014,JC151014-{N},1
,DU151027,Alias,DU151027,DU151027-{N},1
,DX151023,Alias,DX151023,DX151023-{N},1
,JU141008,Alias,JU141008,JU141008-{N},1
,DJ151086,Alias,DJ151086,DJ151086-{N},1
,JP131205,Alias,JP131205,JP131205-{N},1
,DH151056,Alias,DH151056,DH151056-{N},1
,JG131236,Alias,JG131236,JG131236-{N},1
,JG141002,Alias,JG141002,JG141002-{N},1
,DX151021,Alias,DX151021,DX151021-{N},1
,DS151059,Alias,DS151059,DS151059-{N},1
,PF511203,Alias,PF511203,PF511203-{N},1
,BF511226,Alias,BF511226,BF511226-{N},1
,DH101062,Alias,DH101062,DH101062-{N},1
,JE511234,Alias,JE511234,JE511234-{N},1
,JF511235,Alias,JF511235,JF511235-{N},1
,JL511231,Alias,JL511231,JL511231-{N},1
,JY511271,Alias,JY511271,JY511271-{N},1
,JU511223,Alias,JU511223,JU511223-{N},1
,JA511217,Alias,JA511217,JA511217-{N},1
,JE511224,Alias,JE511224,JE511224-{N},1
,JD531003,Alias,JD531003,JD531003-{N},1
,DK101248,Alias,DK101248,DK101248-{N},1
,JL511220,Alias,JL511220,JL511220-{N},1
,PD511229,Alias,PD511229,PD511229-{N},1
,JE531033,Alias,JE531033,JE531033-{N},1
,AN101155,Alias,AN101155,AN101155-{N},1
,JF531017,Alias,JF531017,JF531017-{N},1
,BF511258,Alias,BF511258,BF511258-{N},1
,PD531029,Alias,PD531029,PD531029-{N},1
,JG531027,Alias,JG531027,JG531027-{N},1
,JY531026,Alias,JY531026,JY531026-{N},1
,JY551240,Alias,JY551240,JY551240-{N},1
,JY551029,Alias,JY551029,JY551029-{N},1
,JA551010,Alias,JA551010,JA551010-{N},1
,JA131206,Alias,JA131206,JA131206-{N},1
,DU101212,Alias,DU101212,DU101212-{N},1
,DV101048,Alias,DV101048,DV101048-{N},1
,JV551000,Alias,JV551000,JV551000-{N},1
,JZ551004,Alias,JZ551004,JZ551004-{N},1
,JH551209,Alias,JH551209,JH551209-{N},1
,JH551201,Alias,JH551201,JH551201-{N},1
,DM101114,Alias,DM101114,DM101114-{N},1
,DX101052,Alias,DX101052,DX101052-{N},1
,JB551000,Alias,JB551000,JB551000-{N},1
,DJ151110,Alias,DJ151110,DJ151110-{N},1
,36153001,Alias,36153001,36153001-{N},1
,DS151072,Alias,DS151072,DS151072-{N},1
,DJ151018,Alias,DJ151018,DJ151018-{N},1
,DP151011,Alias,DP151011,DP151011-{N},1
,DF151017,Alias,DF151017,DF151017-{N},1
,DD151058,Alias,DD151058,DD151058-{N},1
,FA151016,Alias,FA151016,FA151016-{N},1
,DM151009,Alias,DM151009,DM151009-{N},1
,DU151013,Alias,DU151013,DU151013-{N},1
,DS101197,Alias,DS101197,DS101197-{N},1
,DP101163,Alias,DP101163,DP101163-{N},1
,DH101117,Alias,DH101117,DH101117-{N},1
,52JZ0938,Alias,52JZ0938,52JZ0938-{N},1
,52JZ0939,Alias,52JZ0939,52JZ0939-{N},1
,52JZ0941,Alias,52JZ0941,52JZ0941-{N},1
,FA181029,Alias,FA181029,FA181029-{N},1
,06181038,Alias,06181038,06181038-{N},1
,DU161032,Alias,DU161032,DU161032-{N},1
,DS161077,Alias,DS161077,DS161077-{N},1
,GH161003,Alias,GH161003,GH161003-{N},1
,JK113201,Alias,JK113201,JK113201-{N},1
,PA113212,Alias,PA113212,PA113212-{N},1
,PA113206,Alias,PA113206,PA113206-{N},1
,JH113201,Alias,JH113201,JH113201-{N},1
,DM161172,Alias,DM161172,DM161172-{N},1
,PF113206,Alias,PF113206,PF113206-{N},1
,PD113208,Alias,PD113208,PD113208-{N},1
,PF113203,Alias,PF113203,PF113203-{N},1
,DK161122,Alias,DK161122,DK161122-{N},1
,PA113207,Alias,PA113207,PA113207-{N},1
,PD113207,Alias,PD113207,PD113207-{N},1
,PF113200,Alias,PF113200,PF113200-{N},1
,JZ113203,Alias,JZ113203,JZ113203-{N},1
,PF113202,Alias,PF113202,PF113202-{N},1
,JF113202,Alias,JF113202,JF113202-{N},1
,DH161065,Alias,DH161065,DH161065-{N},1
,JC161017,Alias,JC161017,JC161017-{N},1
,GF161084,Alias,GF161084,GF161084-{N},1
,GF161087,Alias,GF161087,GF161087-{N},1
,JH113200,Alias,JH113200,JH113200-{N},1
,JH113205,Alias,JH113205,JH113205-{N},1
,DJ161218,Alias,DJ161218,DJ161218-{N},1
,JZ113204,Alias,JZ113204,JZ113204-{N},1
,PA113208,Alias,PA113208,PA113208-{N},1
,DY113200,Alias,DY113200,DY113200-{N},1
,DM161010,Alias,DM161010,DM161010-{N},1
,DJ161214,Alias,DJ161214,DJ161214-{N},1
,DM161028,Alias,DM161028,DM161028-{N},1
,DJ161187,Alias,DJ161187,DJ161187-{N},1
,21170518,Alias,21170518,21170518-{N},1
,01100612,Alias,01100612,01100612-{N},1
,BA201017,Alias,BA201017,BA201017-{N},1
,DF111020,Alias,DF111020,DF111020-{N},1
,36AA4100,Alias,36AA4100,36AA4100-{N},1
,DP111007,Alias,DP111007,DP111007-{N},1
,PF621400,Alias,PF621400,PF621400-{N},1
,JE621402,Alias,JE621402,JE621402-{N},1
,06101007,Alias,06101007,06101007-{N},1
,AA101122,Alias,AA101122,AA101122-{N},1
,DS111027,Alias,DS111027,DS111027-{N},1
,DH111084,Alias,DH111084,DH111084-{N},1
,PF351600,Alias,PF351600,PF351600-{N},1
,JL351600,Alias,JL351600,JL351600-{N},1
,29111004,Alias,29111004,29111004-{N},1
,AB111001,Alias,AB111001,AB111001-{N},1
,BF351601,Alias,BF351601,BF351601-{N},1
,JF351600,Alias,JF351600,JF351600-{N},1
